@ref(networkElement)|@const(IpagDevice)class
@index(PE_Device)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|device_model|device_name|device_role|device_sub_role|device_type|ipaddress|loopback10_ipaddr|loopback_ipaddr|mcn|provision_status|ptnii|savpn_siteid|snmpcom_string|subscriber_name
12.82.24.15|12.82.24.15|12.82.24.15|||GFPIP|true|||||||12.82.24.15|12.82.24.15|||||186||
12.82.16.106|12.82.16.106|12.82.16.106|||GFPIP|true|||||||12.82.16.106|12.82.16.106|||||||
12.82.96.1|12.82.96.1|12.82.96.1|||GFPIP|true|||||||12.82.96.1|12.82.96.1|||||897||
12.82.24.41|12.82.24.41|12.82.24.41|||GFPIP|true|||||||12.82.24.41|12.82.24.41|||||||
12.82.98.14|12.82.98.14|12.82.98.14|||GFPIP|true|||||||12.82.98.14|12.82.98.14|||||1164||
12.82.104.29|12.82.104.29|12.82.104.29|||GFPIP|true|||||||12.82.104.29|12.82.104.29|||||1000||
12.82.96.26|12.82.96.26|12.82.96.26|||GFPIP|true|||||||12.82.96.26|12.82.96.26|||||1045||
12.82.82.13|12.82.82.13|12.82.82.13|||GFPIP|true|||||||12.82.82.13|12.82.82.13|||||535||
12.82.98.13|12.82.98.13|12.82.98.13|||GFPIP|true|||||||12.82.98.13|12.82.98.13|||||944||
12.122.127.64|12.122.127.64|12.122.127.64|EGS-CFO|EGS|||||clboh34ck4||||||||||||
12.82.70.26|12.82.70.26|12.82.70.26|||GFPIP|true|||||||12.82.70.26|12.82.70.26|||||661||
165.87.145.1|165.87.145.1|165.87.145.1|EGS-CFO|EGS|||||N54NY001CR1||||||||||||
12.82.70.19|12.82.70.19|12.82.70.19|||GFPIP|true|||||||12.82.70.19|12.82.70.19|||||125||
165.87.250.7|165.87.250.7|165.87.250.7|EGS-CFO|EGS|||||SGSNGP2001ER1||||||||||||
12.122.125.12|12.122.125.12|12.122.125.12|EGS-CFO|EGS|||||an1ca31ck4||||||||||||
12.123.70.141|12.123.70.141|12.123.70.141|EGS-CFO|EGS|||||ptdor305me1||||||||||||
165.87.250.27|165.87.250.27|165.87.250.27|EGS-CFO|EGS|||||INBMBA1001ER1||||||||||||
12.122.126.26|12.122.126.26|12.122.126.26|EGS-CFO|EGS|||||mmptn33ck4||||||||||||
12.123.67.192|12.123.67.192|12.123.67.192|EGS-CFO|EGS|||||mmptn303me1||||||||||||
12.122.124.123|12.122.124.123|12.122.124.123|EGS-CFO|EGS|||||ipsin35ck4||||||||||||
135.184.97.133|135.184.97.133|135.184.97.133|EGS-CFO|EGS|||||sc1caegs01-c6513||||||||||||
12.82.82.1|12.82.82.1|12.82.82.1|||GFPIP|true|||||||12.82.82.1|12.82.82.1|||||3120||
12.122.120.19|12.122.120.19|12.122.120.19|EGS-CFO|EGS|||||nwrla36ck4||||||||||||
165.87.245.63|165.87.245.63|165.87.245.63|EGS-CFO|EGS|||||ARBNAR2002CR1||||||||||||
165.87.245.61|165.87.245.61|165.87.245.61|EGS-CFO|EGS|||||ARBNAR1002CR1||||||||||||
12.123.70.247|12.123.70.247|12.123.70.247|EGS-CFO|EGS|||||la2ca312me1||||||||||||
12.122.120.81|12.122.120.81|12.122.120.81|EGS-CFO|EGS|||||slkut36ck4||||||||||||
135.184.45.59|135.184.45.59|135.184.45.59|EGS-CFO|EGS|||||phnxazegs01-c6513||||||||||||
165.87.24.28|165.87.24.28|165.87.24.28|EGS-CFO|EGS|||||CATORO2101ER1||||||||||||
12.123.67.224|12.123.67.224|12.123.67.224|EGS-CFO|EGS|||||nsvtn303me1||||||||||||
10.0.32.236|10.0.32.236|10.0.32.236|||OEW-SROUTER|true||CISCO 2821|NSVTN03NM9|||NM9|10.0.32.87||10.0.32.236||PROV|||cbbsnmp|
12.122.83.90|12.122.83.90|12.122.83.90|EGS-CFO|EGS|||||sffca36ck4||||||||||||
10.0.36.74|10.0.36.74|10.0.36.74|||OEW-VPLS|true||JUNIPER MX960|HS1TX303VR1|||VR1|148.0.129.173|10.0.35.93|10.0.36.74||PROV|||cbbsnmp|
12.123.70.70|12.123.70.70|12.123.70.70|EGS-CFO|EGS|||||mmptn304me1||||||||||||
10.0.36.14|10.0.36.14|10.0.36.14|||OEW-VPLS|true||JUNIPER MX960|SFFCA306VR1|||VR1|148.0.129.244|143.0.96.38|10.0.36.14||PROV|||cbbsnmp|
10.0.38.72|10.0.38.72|10.0.38.72|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|ORLDFLMA01A|IPAG1||JUNIPER MX SERIES|10.204.242.107|12.122.130.103|10.0.38.72||IN-SERVICE|ORMFL302IA3|||
12.82.40.46|12.82.40.46|12.82.40.46|||GFPIP|true|||||||12.82.40.46|12.82.40.46|||||435||
10.0.38.59|10.0.38.59|10.0.38.59|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|ORLDFLMAJHJ|IPAG1||JUNIPER MX SERIES|10.204.241.144|12.122.129.179|10.0.38.59||IN-SERVICE|ORMFL340IA1|||
12.82.62.9|12.82.62.9|12.82.62.9|||GFPIP|true|||||||12.82.62.9|12.82.62.9|||||||
12.82.63.8|12.82.63.8|12.82.63.8|||GFPIP|true|||||||12.82.63.8|12.82.63.8|||||||
12.82.8.40|12.82.8.40|12.82.8.40|||GFPIP|true|||||||12.82.8.40|12.82.8.40|||||680||
12.82.118.20|12.82.118.20|12.82.118.20|||GFPIP|true|||||||12.82.118.20|12.82.118.20|||||1052||
12.82.58.9|12.82.58.9|12.82.58.9|||GFPIP|true|||||||12.82.58.9|12.82.58.9|||||||
12.123.5.231|12.123.5.231|12.123.5.231|EGS-CFO|EGS|||||cgcil33ck||||||||||||
12.82.40.45|12.82.40.45|12.82.40.45|||GFPIP|true|||||||12.82.40.45|12.82.40.45|||||434||
12.123.70.79|12.123.70.79|12.123.70.79|EGS-CFO|EGS|||||chlnc303me1||||||||||||
135.184.197.15|135.184.197.15|135.184.197.15|EGS-CFO|EGS|||||dtrtmiegs01-c6513||||||||||||
12.123.67.217|12.123.67.217|12.123.67.217|EGS-CFO|EGS|||||rcmva302me1||||||||||||
12.82.140.4|12.82.140.4|12.82.140.4|||GFPIP|true|||||||12.82.140.4|12.82.140.4|||||||
12.82.146.9|12.82.146.9|12.82.146.9|||GFPIP|true|||||||12.82.146.9|12.82.146.9|||||||
12.82.152.1|12.82.152.1|12.82.152.1|||GFPIP|true|||||||12.82.152.1|12.82.152.1|||||||
12.82.66.22|12.82.66.22|12.82.66.22|||GFPIP|true|||||||12.82.66.22|12.82.66.22|||||882||
12.82.40.119|12.82.40.119|12.82.40.119|||GFPIP|true|||||||12.82.40.119|12.82.40.119|||||1056||
12.82.114.5|12.82.114.5|12.82.114.5|||GFPIP|true|||||||12.82.114.5|12.82.114.5|||||510||
12.82.40.121|12.82.40.121|12.82.40.121|||GFPIP|true|||||||12.82.40.121|12.82.40.121|||||1055||
12.82.16.91|12.82.16.91|12.82.16.91|||GFPIP|true|||||||12.82.16.91|12.82.16.91|||||||
12.82.96.25|12.82.96.25|12.82.96.25|||GFPIP|true|||||||12.82.96.25|12.82.96.25|||||||
12.82.40.44|12.82.40.44|12.82.40.44|||GFPIP|true|||||||12.82.40.44|12.82.40.44|||||433||
12.82.78.18|12.82.78.18|12.82.78.18|||GFPIP|true|||||||12.82.78.18|12.82.78.18|||||959||
12.82.40.103|12.82.40.103|12.82.40.103|||GFPIP|true|||||||12.82.40.103|12.82.40.103|||||965||
12.82.72.17|12.82.72.17|12.82.72.17|||GFPIP|true|||||||12.82.72.17|12.82.72.17|||||692||
12.82.76.8|12.82.76.8|12.82.76.8|||GFPIP|true|||||||12.82.76.8|12.82.76.8|||||160||
12.82.0.29|12.82.0.29|12.82.0.29|||GFPIP|true|||||||12.82.0.29|12.82.0.29|||||321||
12.82.16.75|12.82.16.75|12.82.16.75|||GFPIP|true|||||||12.82.16.75|12.82.16.75|||||1095||
12.82.76.13|12.82.76.13|12.82.76.13|||GFPIP|true|||||||12.82.76.13|12.82.76.13|||||162||
12.123.70.88|12.123.70.88|12.123.70.88|EGS-CFO|EGS|||||sj2ca302me1||||||||||||
165.87.64.162|165.87.64.162|165.87.64.162|EGS-CFO|EGS|||||INBNGR2102ER1||||||||||||
165.87.133.1|165.87.133.1|165.87.133.1|EGS-CFO|EGS|||||HKHNKN1001CR1||||||||||||
165.87.179.1|165.87.179.1|165.87.179.1|EGS-CFO|EGS|||||FRPARI2001CR1||||||||||||
12.123.5.240|12.123.5.240|12.123.5.240|EGS-CFO|EGS|||||cgcil31ck||||||||||||
12.82.0.108|12.82.0.108|12.82.0.108|||GFPIP|true|||||||12.82.0.108|12.82.0.108|||||||
12.82.24.23|12.82.24.23|12.82.24.23|||GFPIP|true|||||||12.82.24.23|12.82.24.23|||||182||
12.82.8.78|12.82.8.78|12.82.8.78|||GFPIP|true|||||||12.82.8.78|12.82.8.78|||||1100||
12.82.90.24|12.82.90.24|12.82.90.24|||GFPIP|true|||||||12.82.90.24|12.82.90.24|||||||
12.82.40.154|12.82.40.154|12.82.40.154|||GFPIP|true|||||||12.82.40.154|12.82.40.154|||||||
12.82.0.98|12.82.0.98|12.82.0.98|||GFPIP|true|||||||12.82.0.98|12.82.0.98|||||||
12.122.124.243|12.122.124.243|12.122.124.243|EGS-CFO|EGS|||||hs1tx38ck4||||||||||||
135.184.217.145|135.184.217.145|135.184.217.145|EGS-CFO|EGS|||||slkcutegs01-c6513||||||||||||
12.123.71.56|12.123.71.56|12.123.71.56|EGS-CFO|EGS|||||st0wa306me1||||||||||||
135.184.240.15|135.184.240.15|135.184.240.15|EGS-CFO|EGS|||||mmphtnegs01-c6513||||||||||||
12.122.124.145|12.122.124.145|12.122.124.145|EGS-CFO|EGS|||||dlstx49ck4||||||||||||
165.87.103.133|165.87.103.133|165.87.103.133|EGS-CFO|EGS|||||SKBTSV1002CR1||||||||||||
12.122.125.49|12.122.125.49|12.122.125.49|EGS-CFO|EGS|||||nw2nj32ck4||||||||||||
12.123.67.159|12.123.67.159|12.123.67.159|EGS-CFO|EGS|||||sl9mo306me1||||||||||||
10.204.241.51|10.204.241.51|10.204.241.51|ETHERNET-NFO|IPAG|SROUTER|true|S|2950G-24-EI-DC|SNJSCA026MD|||CISCO CATALYST 2900 SERIES|10.204.241.51||10.204.241.51||IN-SERVICE|SNACA65HU4|||
143.0.68.107|143.0.68.107|143.0.68.107|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|SNJSCA0223W|IPAG1||JUNIPER MX SERIES|10.204.242.226|12.122.130.217|143.0.68.107||IN-SERVICE|SNACA302IA3|||
143.0.24.189|143.0.24.189|143.0.24.189|ETHERNET-NFO|IPAG|IPAG|true|B|MX960|GSVLFLAN857|IPAG2||JUNIPER MX SERIES|10.204.244.105|12.122.132.70|143.0.24.189||IN-SERVICE|GSHFL323IA2|||
10.0.38.78|10.0.38.78|10.0.38.78|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|ORLDFLMA011|IPAG1||JUNIPER MX SERIES|10.204.242.123|12.122.130.119|10.0.38.78||IN-SERVICE|ORMFL307IA3|||
12.123.80.119|12.123.80.119|12.123.80.119|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|STAGFLMA1PJ|IPAG1||JUNIPER MX SERIES|12.122.122.154|12.122.128.28|12.123.80.119||IN-SERVICE|STBFL378IA1|||
143.0.68.34|143.0.68.34|143.0.68.34|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|CRCYNVMAH03|IPAG1||JUNIPER MX SERIES|143.1.33.21|147.0.0.21|143.0.68.34||IN-SERVICE|CRCNV365IA1|||
12.82.40.138|12.82.40.138|12.82.40.138|||GFPIP|true|||||||12.82.40.138|12.82.40.138|||||||
12.82.54.4|12.82.54.4|12.82.54.4|||GFPIP|true|||||||12.82.54.4|12.82.54.4|||||||
12.82.16.101|12.82.16.101|12.82.16.101|||GFPIP|true|||||||12.82.16.101|12.82.16.101|||||||
12.82.64.6|12.82.64.6|12.82.64.6|||GFPIP|true|||||||12.82.64.6|12.82.64.6|||||497||
12.82.96.31|12.82.96.31|12.82.96.31|||GFPIP|true|||||||12.82.96.31|12.82.96.31|||||1176||
12.82.72.7|12.82.72.7|12.82.72.7|||GFPIP|true|||||||12.82.72.7|12.82.72.7|||||216||
12.82.90.23|12.82.90.23|12.82.90.23|||GFPIP|true|||||||12.82.90.23|12.82.90.23|||||||
12.82.117.7|12.82.117.7|12.82.117.7|||GFPIP|true|||||||12.82.117.7|12.82.117.7|||||||
12.82.0.105|12.82.0.105|12.82.0.105|||GFPIP|true|||||||12.82.0.105|12.82.0.105|||||||
12.82.74.7|12.82.74.7|12.82.74.7|||GFPIP|true|||||||12.82.74.7|12.82.74.7|||||166||
12.82.114.15|12.82.114.15|12.82.114.15|||GFPIP|true|||||||12.82.114.15|12.82.114.15|||||972||
12.82.84.28|12.82.84.28|12.82.84.28|||GFPIP|true|||||||12.82.84.28|12.82.84.28|||||601||
12.82.82.6|12.82.82.6|12.82.82.6|||GFPIP|true|||||||12.82.82.6|12.82.82.6|||||345||
12.82.74.8|12.82.74.8|12.82.74.8|||GFPIP|true|||||||12.82.74.8|12.82.74.8|||||169||
12.82.24.72|12.82.24.72|12.82.24.72|||GFPIP|true|||||||12.82.24.72|12.82.24.72|||||||
12.82.16.112|12.82.16.112|12.82.16.112|||GFPIP|true|||||||12.82.16.112|12.82.16.112|||||||
32.119.223.60|32.119.223.60|32.119.223.60|||GFPIP|true|||PTPORT1001ME2|||AR|32.119.223.60|32.119.223.60|||||||
165.87.253.135|165.87.253.135|165.87.253.135|||GFPIP|true|||SESTKH1001ME2|||AR|165.87.253.135|165.87.253.135|||||||
12.82.144.10|12.82.144.10|12.82.144.10|||GFPIP|true|||||||12.82.144.10|12.82.144.10|||||||
32.119.248.124|32.119.248.124|32.119.248.124|||GFPIP|true|||SKBTSV1001ME2|||AR|32.119.248.124|32.119.248.124|||||||
12.82.24.59|12.82.24.59|12.82.24.59|||GFPIP|true|||||||12.82.24.59|12.82.24.59|||||924||
12.82.24.82|12.82.24.82|12.82.24.82|||GFPIP|true|||||||12.82.24.82|12.82.24.82|||||||
12.82.96.13|12.82.96.13|12.82.96.13|||GFPIP|true|||||||12.82.96.13|12.82.96.13|||||615||
12.82.8.84|12.82.8.84|12.82.8.84|||GFPIP|true|||||||12.82.8.84|12.82.8.84|||||1125||
12.82.32.61|12.82.32.61|12.82.32.61|||GFPIP|true|||||||12.82.32.61|12.82.32.61|||||735||
12.82.82.12|12.82.82.12|12.82.82.12|||GFPIP|true|||||||12.82.82.12|12.82.82.12|||||532||
12.82.56.1|12.82.56.1|12.82.56.1|||GFPIP|true|||||||12.82.56.1|12.82.56.1|||||768||
12.82.104.8|12.82.104.8|12.82.104.8|||GFPIP|true|||||||12.82.104.8|12.82.104.8|||||613||
12.123.71.92|12.123.71.92|12.123.71.92|EGS-CFO|EGS|||||tlsok306me1||||||||||||
66.10.254.207|66.10.254.207|66.10.254.207|||GFPIP|true|||ELMIL82CRS|||BR|66.10.254.207|66.10.254.207|||||||
165.87.255.191|165.87.255.191|165.87.255.191|EGS-CFO|EGS|||||PLWRSW1001ER1||||||||||||
135.184.216.224|135.184.216.224|135.184.216.224|EGS-CFO|EGS|||||nwrknjegs02-c6513||||||||||||
12.122.8.159|12.122.8.159|12.122.8.159|||GFPIP|true|||OK3CA81CRS|||BR|12.122.8.159|12.122.8.159|||||||
12.122.83.43|12.122.83.43|12.122.83.43|EGS-CFO|EGS|||||mpsmn34ck4||||||||||||
1.2.3.4|1.2.3.4|1.2.3.4|EGS-CFO|EGS|||||nsvtn43ck4||||||||||||
12.83.17.16|12.83.17.16|12.83.17.16|||GFPIP|true|||RMONC81CRS|||BR|12.83.17.16|12.83.17.16|||||||
12.122.8.91|12.122.8.91|12.122.8.91|||GFPIP|true|||SFFCA83CRS|||BR|12.122.8.91|12.122.8.91|||||||
32.119.226.254|32.119.226.254|32.119.226.254|||GFPIP|true|||DEFRNK2002ME2|||AR|32.119.226.254|32.119.226.254|||||||
165.87.253.152|165.87.253.152|165.87.253.152|||GFPIP|true|||FRMRSL1001ME2|||AR|165.87.253.152|165.87.253.152|||||||
32.119.178.125|32.119.178.125|32.119.178.125|||GFPIP|true|||HKHNKN1002ME2|||AR|32.119.178.125|32.119.178.125|||||||
32.120.177.253|32.120.177.253|32.120.177.253|||GFPIP|true|||FRSPAN1002ME2|||AR|32.120.177.253|32.120.177.253|||||||
165.87.245.78|165.87.245.78|165.87.245.78|||GFPIP|true|||MXTIJN1001ME2|||AR|165.87.245.78|165.87.245.78|||||||
165.87.250.161|165.87.250.161|165.87.250.161|||GFPIP|true|||HKHNKN1001ME2|||AR|165.87.250.161|165.87.250.161|||||||
32.120.187.124|32.120.187.124|32.120.187.124|||GFPIP|true|||PKKRCH1001ME2|||AR|32.120.187.124|32.120.187.124|||||||
12.122.123.157|12.122.123.157|12.122.123.157|||GFPIP|true|||ORMFL301RR5|||RR|12.122.123.157|12.122.123.157|||||||
32.119.223.188|32.119.223.188|32.119.223.188|||GFPIP|true|||PTLSBN1001ME2|||AR|32.119.223.188|32.119.223.188|||||||
32.119.197.248|32.119.197.248|32.119.197.248|||GFPIP|true|||VNHCMC1001ME2|||AR|32.119.197.248|32.119.197.248|||||||
12.82.16.51|12.82.16.51|12.82.16.51|||GFPIP|true|||||||12.82.16.51|12.82.16.51|||||698||
12.82.110.20|12.82.110.20|12.82.110.20|||GFPIP|true|||||||12.82.110.20|12.82.110.20|||||||
12.82.16.3|12.82.16.3|12.82.16.3|||GFPIP|true|||||||12.82.16.3|12.82.16.3|||||17||
12.82.60.21|12.82.60.21|12.82.60.21|||GFPIP|true|||||||12.82.60.21|12.82.60.21|||||860||
12.82.94.11|12.82.94.11|12.82.94.11|||GFPIP|true|||||||12.82.94.11|12.82.94.11|||||624||
12.82.122.24|12.82.122.24|12.82.122.24|||GFPIP|true|||||||12.82.122.24|12.82.122.24|||||||
12.82.53.11|12.82.53.11|12.82.53.11|||GFPIP|true|||||||12.82.53.11|12.82.53.11|||||||
12.122.8.105|12.122.8.105|12.122.8.105|||GFPIP|true|||N54NY81CRS|||BR|12.122.8.105|12.122.8.105|||||||
12.122.8.79|12.122.8.79|12.122.8.79|||GFPIP|true|||SJ2CA81CRS|||BR|12.122.8.79|12.122.8.79|||||||
165.87.254.144|165.87.254.144|165.87.254.144|EGS-CFO|EGS|||||DKCPNH1002ER1||||||||||||
10.0.36.1|10.0.36.1|10.0.36.1|EGS-CFO|EGS|||||labga301me1||||||||||||
12.122.8.150|12.122.8.150|12.122.8.150|||GFPIP|true|||SPFMO82CRS|||BR|12.122.8.150|12.122.8.150|||||||
12.122.124.35|12.122.124.35|12.122.124.35|EGS-CFO|EGS|||||auttx35ck4||||||||||||
151.164.0.93|151.164.0.93|151.164.0.93|EGS-CFO|EGS|||||hsttx502er1||||||||||||
165.87.129.2|165.87.129.2|165.87.129.2|EGS-CFO|EGS|||||AUSYDN1002CR1||||||||||||
165.87.103.167|165.87.103.167|165.87.103.167|EGS-CFO|EGS|||||FRMRSL1002CR1||||||||||||
12.122.124.30|12.122.124.30|12.122.124.30|EGS-CFO|EGS|||||chlnc35ck4||||||||||||
12.123.70.67|12.123.70.67|12.123.70.67|EGS-CFO|EGS|||||dvmco307me1||||||||||||
12.82.70.24|12.82.70.24|12.82.70.24|||GFPIP|true|||||||12.82.70.24|12.82.70.24|||||660||
10.0.36.27|10.0.36.27|10.0.36.27|||OEW-VPLS|true||JUNIPER MX960|SFFCA317VR1|||VR1|149.2.128.31|143.0.96.149|10.0.36.27||PROV|||cbbsnmp|
12.82.128.13|12.82.128.13|12.82.128.13|||GFPIP|true|||||||12.82.128.13|12.82.128.13|||||||
12.82.95.216|12.82.95.216|12.82.95.216|||GFPIP|true|||||||12.82.95.216|12.82.95.216|||||||
12.82.80.7|12.82.80.7|12.82.80.7|||GFPIP|true|||||||12.82.80.7|12.82.80.7|||||235||
12.82.24.31|12.82.24.31|12.82.24.31|||GFPIP|true|||||||12.82.24.31|12.82.24.31|||||934||
12.82.95.221|12.82.95.221|12.82.95.221|||GFPIP|true|||||||12.82.95.221|12.82.95.221|||||||
12.82.8.63|12.82.8.63|12.82.8.63|||GFPIP|true|||||||12.82.8.63|12.82.8.63|||||817||
12.82.8.67|12.82.8.67|12.82.8.67|||GFPIP|true|||||||12.82.8.67|12.82.8.67|||||878||
12.82.24.94|12.82.24.94|12.82.24.94|||GFPIP|true|||||||12.82.24.94|12.82.24.94|||||||
12.82.92.15|12.82.92.15|12.82.92.15|||GFPIP|true|||||||12.82.92.15|12.82.92.15|||||549||
12.82.40.132|12.82.40.132|12.82.40.132|||GFPIP|true|||||||12.82.40.132|12.82.40.132|||||||
12.82.110.7|12.82.110.7|12.82.110.7|||GFPIP|true|||||||12.82.110.7|12.82.110.7|||||459||
12.82.74.14|12.82.74.14|12.82.74.14|||GFPIP|true|||||||12.82.74.14|12.82.74.14|||||168||
12.82.104.15|12.82.104.15|12.82.104.15|||GFPIP|true|||||||12.82.104.15|12.82.104.15|||||1034||
12.82.32.54|12.82.32.54|12.82.32.54|||GFPIP|true|||||||12.82.32.54|12.82.32.54|||||359||
12.123.70.136|12.123.70.136|12.123.70.136|EGS-CFO|EGS|||||cgcil311me1||||||||||||
12.123.70.135|12.123.70.135|12.123.70.135|EGS-CFO|EGS|||||cb1ma308me1||||||||||||
12.123.70.160|12.123.70.160|12.123.70.160|EGS-CFO|EGS|||||nw2nj308me1||||||||||||
12.123.70.158|12.123.70.158|12.123.70.158|EGS-CFO|EGS|||||la2ca309me1||||||||||||
12.122.125.51|12.122.125.51|12.122.125.51|EGS-CFO|EGS|||||chsct32ck4||||||||||||
165.87.254.35|165.87.254.35|165.87.254.35|EGS-CFO|EGS|||||FRPARI1001ER1||||||||||||
12.123.70.145|12.123.70.145|12.123.70.145|EGS-CFO|EGS|||||an1ca307me1||||||||||||
165.87.254.221|165.87.254.221|165.87.254.221|EGS-CFO|EGS|||||CHGENV1001ER1||||||||||||
135.184.209.167|135.184.209.167|135.184.209.167|EGS-CFO|EGS|||||mpsmnegs01-c6513||||||||||||
12.123.70.206|12.123.70.206|12.123.70.206|EGS-CFO|EGS|||||dtrmi308me1||||||||||||
12.82.48.65|12.82.48.65|12.82.48.65|||GFPIP|true|||||||12.82.48.65|12.82.48.65|||||3043||
12.123.67.104|12.123.67.104|12.123.67.104|EGS-CFO|EGS|||||sl9mo310me1||||||||||||
12.123.70.217|12.123.70.217|12.123.70.217|EGS-CFO|EGS|||||clmsc304me1||||||||||||
12.122.124.105|12.122.124.105|12.122.124.105|EGS-CFO|EGS|||||cgcil63ck4||||||||||||
12.122.83.229|12.122.83.229|12.122.83.229|EGS-CFO|EGS|||||ptdor32ck4||||||||||||
165.87.245.90|165.87.245.90|165.87.245.90|EGS-CFO|EGS|||||MXTIJN1002CR1||||||||||||
165.87.245.85|165.87.245.85|165.87.245.85|EGS-CFO|EGS|||||PAPNCY1001CR1||||||||||||
165.87.103.187|165.87.103.187|165.87.103.187|EGS-CFO|EGS|||||ZACPTW1001CR1||||||||||||
12.82.126.2|12.82.126.2|12.82.126.2|||GFPIP|true|||||||12.82.126.2|12.82.126.2|||||3126||
12.123.70.246|12.123.70.246|12.123.70.246|EGS-CFO|EGS|||||st0wa305me1||||||||||||
12.82.127.192|12.82.127.192|12.82.127.192|||GFPIP|true|||||||12.82.127.192|12.82.127.192|||||3065||
12.122.83.244|12.122.83.244|12.122.83.244|EGS-CFO|EGS|||||dtrmi34ck4||||||||||||
12.82.16.25|12.82.16.25|12.82.16.25|||GFPIP|true|||||||12.82.16.25|12.82.16.25|||||118||
12.82.74.29|12.82.74.29|12.82.74.29|||GFPIP|true|||||||12.82.74.29|12.82.74.29|||||834||
12.82.102.15|12.82.102.15|12.82.102.15|||GFPIP|true|||||||12.82.102.15|12.82.102.15|||||215||
12.82.90.20|12.82.90.20|12.82.90.20|||GFPIP|true|||||||12.82.90.20|12.82.90.20|||||669||
12.82.90.6|12.82.90.6|12.82.90.6|||GFPIP|true|||||||12.82.90.6|12.82.90.6|||||247||
12.82.118.28|12.82.118.28|12.82.118.28|||GFPIP|true|||||||12.82.118.28|12.82.118.28|||||||
12.82.80.28|12.82.80.28|12.82.80.28|||GFPIP|true|||||||12.82.80.28|12.82.80.28|||||1086||
12.82.104.6|12.82.104.6|12.82.104.6|||GFPIP|true|||||||12.82.104.6|12.82.104.6|||||619||
12.82.0.13|12.82.0.13|12.82.0.13|||GFPIP|true|||||||12.82.0.13|12.82.0.13|||||301||
12.82.55.11|12.82.55.11|12.82.55.11|||GFPIP|true|||||||12.82.55.11|12.82.55.11|||||||
12.82.94.5|12.82.94.5|12.82.94.5|||GFPIP|true|||||||12.82.94.5|12.82.94.5|||||496||
12.82.32.68|12.82.32.68|12.82.32.68|||GFPIP|true|||||||12.82.32.68|12.82.32.68|||||754||
12.82.140.8|12.82.140.8|12.82.140.8|||GFPIP|true|||||||12.82.140.8|12.82.140.8|||||||
12.82.114.12|12.82.114.12|12.82.114.12|||GFPIP|true|||||||12.82.114.12|12.82.114.12|||||951||
12.82.53.7|12.82.53.7|12.82.53.7|||GFPIP|true|||||||12.82.53.7|12.82.53.7|||||||
12.82.82.16|12.82.82.16|12.82.82.16|||GFPIP|true|||||||12.82.82.16|12.82.82.16|||||351||
12.82.0.125|12.82.0.125|12.82.0.125|||GFPIP|true|||||||12.82.0.125|12.82.0.125|||||||
12.82.118.5|12.82.118.5|12.82.118.5|||GFPIP|true|||||||12.82.118.5|12.82.118.5|||||528||
12.82.40.95|12.82.40.95|12.82.40.95|||GFPIP|true|||||||12.82.40.95|12.82.40.95|||||883||
12.82.32.69|12.82.32.69|12.82.32.69|||GFPIP|true|||||||12.82.32.69|12.82.32.69|||||751||
12.82.84.9|12.82.84.9|12.82.84.9|||GFPIP|true|||||||12.82.84.9|12.82.84.9|||||323||
12.82.8.8|12.82.8.8|12.82.8.8|||GFPIP|true|||||||12.82.8.8|12.82.8.8|||||269||
12.82.32.57|12.82.32.57|12.82.32.57|||GFPIP|true|||||||12.82.32.57|12.82.32.57|||||748||
12.82.8.41|12.82.8.41|12.82.8.41|||GFPIP|true|||||||12.82.8.41|12.82.8.41|||||||
12.82.16.7|12.82.16.7|12.82.16.7|||GFPIP|true|||||||12.82.16.7|12.82.16.7|||||16||
12.82.74.20|12.82.74.20|12.82.74.20|||GFPIP|true|||||||12.82.74.20|12.82.74.20|||||695||
12.82.104.30|12.82.104.30|12.82.104.30|||GFPIP|true|||||||12.82.104.30|12.82.104.30|||||977||
12.82.98.16|12.82.98.16|12.82.98.16|||GFPIP|true|||||||12.82.98.16|12.82.98.16|||||||
12.82.16.17|12.82.16.17|12.82.16.17|||GFPIP|true|||||||12.82.16.17|12.82.16.17|||||336||
12.82.74.21|12.82.74.21|12.82.74.21|||GFPIP|true|||||||12.82.74.21|12.82.74.21|||||696||
12.82.8.101|12.82.8.101|12.82.8.101|||GFPIP|true|||||||12.82.8.101|12.82.8.101|||||||
12.82.32.6|12.82.32.6|12.82.32.6|||GFPIP|true|||||||12.82.32.6|12.82.32.6|||||363||
12.82.32.24|12.82.32.24|12.82.32.24|||GFPIP|true|||||||12.82.32.24|12.82.32.24|||||369||
12.82.78.24|12.82.78.24|12.82.78.24|||GFPIP|true|||||||12.82.78.24|12.82.78.24|||||231||
12.82.32.73|12.82.32.73|12.82.32.73|||GFPIP|true|||||||12.82.32.73|12.82.32.73|||||864||
12.82.88.24|12.82.88.24|12.82.88.24|||GFPIP|true|||||||12.82.88.24|12.82.88.24|||||561||
12.82.8.16|12.82.8.16|12.82.8.16|||GFPIP|true|||||||12.82.8.16|12.82.8.16|||||286||
